examples,stage,Grf,DAdv,Context,Degree,abstract,compositionality,,,,,,,,,,,,,,,
回家拿羊皮袍子改做的也不少；还有些 [有] 钱的，为着天气冷,2,1,0,0,2,1,2,,,,,,,,,,,,,,,
你拣那 [有] 意思儿又不俗气的东西，你多替我带几件来,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
晴雯道：“他们没钱，难道我们是 [有] 钱的,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
谁还不知道薛家 [有] 钱，行动拿钱垫人，又有好亲戚，挟制着别人,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
平日里只讲 [有] 钱， 有势，有好亲戚，这时候我看着也是吓的慌手慌脚的了,2,0,0,0,2,1,2,,,,,,,,,,,,,,,
你们瞧瞧这行子，竟 [有] 些意思,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
府内家人几个 [有] 钱的，怕贾琏缠扰，都装穷躲事，甚至告假不来,2,1,0,0,2,1,2,,,,,,,,,,,,,,,
如今是他们尊嫂 [有] 些脾气，姨妈上了年纪的人，又兼有薛大哥的事，自然得宝姐姐照料一切,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
凤姐儿暗想：“鸳鸯素昔是个极 [有] 心胸气性的丫头，虽如此说,2,1,1,1,1,2,2,,,,,,,,,,,,,,,
内中“茂叶包蟹势”、“黄莺搏兔势”，都不出奇；“三十六局杀角势”，一时也难会难记；独看到“十龙走马”，觉得甚 [有] 意思,2,1,1,1,2,1,2,,,,,,,,,,,,,,,
可巧王夫人、薛姨妈、李纨、凤姐儿、宝钗等姊妹并外头的几个执事 [有] 头脸的媳妇，都在贾母跟前凑趣儿呢,2,1,0,1,1,2,2,,,,,,,,,,,,,,,
这鲍二原因妻子之力，在贾琏前十分 [有] 脸；近日他女人越发在二姐儿跟前殷勤服侍，他便自己除赚钱吃酒之外，一概不管，一听他女人吩咐，百依,2,0,1,1,1,2,2,,,,,,,,,,,,,,,
要凭你们拣择，虽是 [有] 钱有势的，我心里进不去，白过了这一世了,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
倒莫若撇却床笫之交，结作谈文之友，比那终日被情欲所缠之人，岂不更 [有] 些意味,2,0,1,1,2,1,2,,,,,,,,,,,,,,,
有那家道艰难的，便住在这里了，有那 [有] 钱有势尚排场的,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
贾珍笑道：“庄家人 [有] 些意思,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
又点了五百两银子，还了三百多的前帐，还剩四百多银子， [有] 钱胆就壮,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
倘或说准了，这会子说着好听，到了 [有] 钱的时节,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
若是咸丰甲寅生的人，活到八十岁，这六甲变态都是亲身阅历，到也是个极 [有] 意味的事,2,1,1,1,2,1,2,,,,,,,,,,,,,,,
太太那边的人我也都见过，就只没看见你这么个 [有] 头有脸大管事的奶奶,2,1,1,1,1,2,2,,,,,,,,,,,,,,,
太太那边的人我也都见过，就只没看见你这么个有头 [有] 脸大管事的奶奶,2,1,1,1,1,2,2,,,,,,,,,,,,,,,
娘家 [有] 人有势的还好，要像姑娘这样的， 有老太太一日好些,2,1,0,1,1,2,2,,,,,,,,,,,,,,,
目今闹出这样事来，亏得家里 [有] 钱，贾府出力,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
贾母王夫人听了喜欢，便说：“林姑娘比方得有理，很 [有] 意思。,2,0,1,1,2,1,2,,,,,,,,,,,,,,,
孙翁者，余姻家清服之伯父也，素 [有] 胆,2,0,0,1,1,2,2,,,,,,,,,,,,,,,
且言差不癫不狂，有心 [有] 胆,2,0,0,1,1,2,2,,,,,,,,,,,,,,,
生抱问之，答曰：“久蒙眷爱，妾受生人气，日食烟火，白骨顿 [有] 生意,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
初，帝以嗣昌才而用之，非廷臣意，知其必 [有] 言，言者辄斥,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
当是时，党人悉踞言路，凡他曹 [有] 言，必合力逐之,2,0,0,0,2,1,2,,,,,,,,,,,,,,,
如开矿一事，抚按 [有] 言，咸蒙切责,2,0,0,0,2,1,2,,,,,,,,,,,,,,,
而武选员外郎崔升、彭纲，主事苏章，户部主事周轸，刑部主事李旦皆 [有] 言,2,0,0,0,2,1,2,,,,,,,,,,,,,,,
长身伟干，便骑射，刚毅 [有] 胆，晓畅戎略,2,0,0,1,1,2,2,,,,,,,,,,,,,,,
内中含规颂圣，大 [有] 意味，真令人爱杀,2,0,1,1,2,1,2,,,,,,,,,,,,,,,
心下暗惊道：“这少年与张寅那蠢货，大不相同，倒象 [有] 几分意思的,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
不如清醒自醒，细细做来， [有] 些滋味,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
故乡 [有] 味张翰思，霸国空悲宋玉心,2,0,0,0,2,1,2,,,,,,,,,,,,,,,
夫人，敝国与贵国是个兄弟邻邦，两下唇齿相依，都是 [有] 关系的,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
想完，又将诗读了两遍，愈觉 [有] 味道：“我昨日以倾国之色赞她,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
料得乐天歌舞处，小蛮相对 [有] 精神,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
只有一个十七八岁大丫环，倒 [有] 八九分颜色，不转睛把楚卿看,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
那少年虽则瘦小，却还 [有] 些精神,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
肚里不饱，又走到间壁一个茶室吃了一碗茶，买了两个钱处片嚼嚼，倒觉得 [有] 些滋味,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
有] 钱的不孝父母，象我这穷人,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
看见 [有] 卖的蓑衣饼，叫打了十二个钱的饼吃了，略觉 [有] 些意思,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
那知他 [有] 钱的人只想便宜，岂但不肯多出钱,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
外边说着话，他父亲匡太公在房里已听见儿子回来了，登时那病就轻松些，觉得 [有] 些精神,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
族间这些 [有] 钱的，受了三房里嘱托,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
将欲责课，又皆 [有] 词，须有商量，用革前弊,2,0,0,0,2,1,2,,,,,,,,,,,,,,,
只有隔壁秦老，虽然务农，却是个 [有] 意思的人,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
也怕从此 [有] 口舌，正思量搬移一个地方,2,0,0,0,1,2,2,,,,,,,,,,,,,,,
因他 [有] 几分颜色，从十六岁上就卖与北门桥来家做小,2,0,0,0,2,1,2,,,,,,,,,,,,,,,
从头至尾，又看了一遍，觉得 [有] 些意思,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
多少 [有] 钱的富户要和我结亲,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
辛先生道：“扬州这些 [有] 钱的盐呆子，其实可恶,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
方家这畜生卖弄 [有] 钱，竟坐了轿子到我下处来,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
张家是甚么 [有] 意思的人,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
我听见说，盐务里这些 [有] 钱的，到面店里,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
我替他讲西乡里封大户家，好不 [有] 钱,2,0,1,1,2,1,2,,,,,,,,,,,,,,,
严致和见差人来说此事，他是个胆小 [有] 钱的人,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
城里那些做衙门的、开行的、开字号店的 [有] 钱的人,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
他又有个毛病，不喜欢人在他跟前说人做官，说人 [有] 钱,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
反说这两家子仰慕他 [有] 钱，求着他做亲,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
花文芳见 [有] 些意思，随将那袖内十两银子,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
南京人都知道他本来是个 [有] 钱的人,2,1,0,1,1,1,2,,,,,,,,,,,,,,,
这也罢了，倒是老师下次有甚么 [有] 钱的诗文，不要寻他做,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
那 [有] 几分颜色的，也不肯胡乱接人,2,1,0,1,2,1,2,,,,,,,,,,,,,,,
难道做官的、 [有] 钱的女人都是好看的,2,1,0,0,2,1,2,,,,,,,,,,,,,,,
他二十多岁的时候，家里 [有] 钱，开着当铺，又有田地，又有洲场，那亲戚本家都是些有钱的,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
他二十多岁的时候，家里有钱，开着当铺，又有田地，又有洲场，那亲戚本家都是些 [有] 钱的,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
当初我 [有] 钱的时候，身上穿的也体面,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
他而今又到 [有] 钱的地方去了，那里还肯到我这里来,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
贾龙便对湛翌王道：“好了， [有] 个双流县人来了，先生家中消息，或 [有] 几分意思,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
这庵里面的光景，到 [有] 些意思,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
若此地果名攒戟，真个倒 [有] 几分意思,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
对翌王道：“先生终身的姻缘，到 [有] 些意思，但其中尚多磨折,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
除非如此如此，或者 [有] 几分意思,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
帝曰：“卿前所言靠实工夫，玩之 [有] 味，此去必能见之行事,2,0,0,1,2,1,2,,,,,,,,,,,,,,,
志士们论辩愈有精神，这沉闷的空气更加浓厚,3,1,1,0,2,1,2,,,,,,,,,,,,,,,
这几句说得有声有色，似乎梅女士也受了感动，从昨天起的不大喜欢这位少年的意思也在无形中减少几分,3,1,0,0,1,1,2,,,,,,,,,,,,,,,
这几句说得有声有色，似乎梅女士也受了感动，从昨天起的不大喜欢这位少年的意思也在无形中减少几分,3,1,0,0,1,1,2,,,,,,,,,,,,,,,
情形是这么着，即使本来有意义的事，也要变成索然无味了,3,1,0,0,2,1,2,,,,,,,,,,,,,,,
但现在你要在上海过一点有意义的生活，你就应该先抛弃了那些个人间的感情和意见,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
当面的风景虽然很有意义，但现在也使她略感得些厌倦了,3,0,1,0,2,1,2,,,,,,,,,,,,,,,
有钱住洋房是好的，没有钱倒真的不如住平房,3,1,0,0,2,1,2,,,,,,,,,,,,,,,
我同别人不一样，我是有钱的,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
我想那般有钱住洋房子的人，一定要说这是不聪明的吧,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
春天已经早就灿烂得有色有声的了，我仅仅能够株守在我的小室中,3,1,0,1,1,1,2,,,,,,,,,,,,,,,
春天已经早就灿烂得有色有声的了，我仅仅能够株守在我的小室中,3,1,0,1,1,1,2,,,,,,,,,,,,,,,
已作成了有生以来生活上的满足的顶点，要是能长共相保，该是多么有意义,3,1,1,0,2,1,2,,,,,,,,,,,,,,,
故观念、信仰、行动诸倾向，每为社会环境之力所造成，意识的学校之教育，不过使此倾向，更醇化更有意义耳,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
好，小姑娘，你到底是个聪明孩子，有主意,3,0,0,1,2,1,2,,,,,,,,,,,,,,,
这些地方全靠大驿路，地方好，出产多，住人多，占过来处处有发展,3,0,0,0,2,1,2,,,,,,,,,,,,,,,
我就想，明天一天亮，我就到各处瞧一瞧，哼，一定有意思,3,0,0,1,2,1,2,,,,,,,,,,,,,,,
有钱的人们早跑个精光了，最受祸害的还是他们劳苦贫穷的群,3,1,0,0,2,1,2,,,,,,,,,,,,,,,
你还是那般有精神，有兴趣地唱着,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
你还是那般有精神，有兴趣地唱着,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
然而希耳施斐尔特的多年努力却终因一棒喝而归于水泡，这似乎都非偶然，都颇有意义，可以给我们做参考,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
只有命相两项，现在仍有生意,3,0,0,1,2,1,2,,,,,,,,,,,,,,,
我相信你的话，我看你是有知识的,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
我们因为我们的相爱而更有精神起来，更努力起来，我们对人生更不放松了,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
但后者实际问题之研究，较前更有意义，适合于现今之运动云,3,0,1,0,2,1,2,,,,,,,,,,,,,,,
吾人欲使此生有意义，欲使此生有价值,3,0,0,0,2,1,2,,,,,,,,,,,,,,,
吾人欲使此生有意义，欲使此生有价值,3,0,0,0,2,1,2,,,,,,,,,,,,,,,
尤其以竹帘为上，不看见那从疏密不一的竹帘里漏进来的明暗匀和的光线，和那忽隐忽现的隔帘花影么？这是多末有味道呵！,3,0,1,0,2,1,2,,,,,,,,,,,,,,,
我见着他那很有意思的微笑，我知道他这时所作的事，对于他自己感觉到如何快愉,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
在社会上地位好，有钱，所得到的一切享受也就惬意,3,0,0,1,2,1,2,,,,,,,,,,,,,,,
特别是坐在热坑头上，听人讲古，是非常有味道的,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
在各种课外活动中对于全体精神最有影响的，就是由学生负责编辑的校刊,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
他有工夫，有忍耐，有志气，有理想，然而缺乏运气,3,0,0,1,2,1,2,,,,,,,,,,,,,,,
他是自己级里唯一最有成绩的人，就是在这河岸，这市梢上也是无敌的,3,1,1,0,2,1,2,,,,,,,,,,,,,,,
事件的发展越发有味，它里面的机会成分也更加重,3,0,0,0,2,1,2,,,,,,,,,,,,,,,
他们有经验的老兵比我还要善于辨别呢,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
德国马尔堡派对于“遗觉的影象”的研究甚有成绩,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
这休息，且是准备着一种更有意义的振翅，这休息不十分坏,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
有钱的人们却以贿赂使工程师的图纸上的路线拐一个弯,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
"这个麦作试验场是颇有成绩的一个，他们正在大量的繁殖着""小红芒""一个品种",3,1,1,1,2,1,2,,,,,,,,,,,,,,,
做有钱的人底干女儿，油水是正有得揩的,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
她想着年头不景气，房子且没人要呢，那知犹太人到底有钱，竟要了去,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
老子跟你找一门好亲事，有钱有势；老子也搭着享点儿老福,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
"果能这样去作，当然比满天飞些""恭贺新喜""有意义的多呢",3,1,0,1,2,1,2,,,,,,,,,,,,,,,
以一个最有影响于当时的画家吴道子来做例证，我觉得最为适当,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
有钱的人家是吃鸦片,3,1,0,0,2,1,2,,,,,,,,,,,,,,,
嚣俄叙述得有味,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
这类文字，写写当然很有味儿的，不过要抓着真的痛痒也不容易,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
只要你是住在通都大市，，而且有钱，就不愁没有橘子吃了,3,1,0,0,2,1,2,,,,,,,,,,,,,,,
他是绥远的土财主有钱有势,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
省府有一位先生告诉我说在百灵庙住蒙古包有意思极了,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
在一个月前我翻阅《复堂日记》，觉得有一件事情很有意思,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
他以为不死比了死还要有意义，因为他还要再奋斗一番,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
和第二年的长城战，却是很有意义的，值得赞美的,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
您是对于时局很有研究的，照您看，时局是不是马上就有变化呢,3,1,1,1,1,1,2,,,,,,,,,,,,,,,
孩子们呢，可以同有钱的孩子们一样，到学堂里去念书,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
事实上无须去滇，但是学校仍不准变通办法，以为就是当作一次毕业旅行，也是顶有意义的,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
就是最高学府，他的教育，最多能培养你有知识，绝对不能使你有思想,3,1,0,0,2,1,2,,,,,,,,,,,,,,,
就是最高学府，他的教育，最多能培养你有知识，绝对不能使你有思想,3,1,0,0,2,1,2,,,,,,,,,,,,,,,
我养蟋蟀其目的绝不是为了残酷地欣赏作战，而是常以月老自居来为它们撮合的，我以为看它们作爱比看它们对垒有意味的多,3,0,0,1,2,1,2,,,,,,,,,,,,,,,
我生平没有经过这么忙的生活，但也生平没有经过这么有意义的生活,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
每天在受着和士兵一样严格的军事训练，起初我担心小姐们吃不消，没想到她们越操越有精神,3,0,0,1,2,1,2,,,,,,,,,,,,,,,
但是有钱的病人却都双挂号抢先诊治了走掉,3,1,0,0,2,1,2,,,,,,,,,,,,,,,
验之谈有经验的战士会告诉你：在战场上，躲进刚才由炮弹炸成的洞里去，最安全,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
假使病人有钱的话，他们会想法子诈他一下,3,0,0,0,2,1,2,,,,,,,,,,,,,,,
客人都是些又有钱，又会玩的人,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
"因其""大人气""，使我们看来更是一层层滋味，越看越有味",3,0,0,1,2,1,2,,,,,,,,,,,,,,,
王先生是近代研究国学最有成绩的一个人，这有他的《遗书》为证,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
我觉得他的信，都很有意思，不过，不是简单的恋爱问题，而是整个的社会问题,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
其中最有意思的大概要算是草花店吧,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
他的成仁得义，以及被称礼智，虽不自居，倒是确切而有意义的,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
星期日我们在公园请曾敏求吃饭，你可以和他多谈谈，他是很有学问的,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
要是有钱，我必得买那末一支串着珠儿的手提袋,3,1,0,0,2,1,2,,,,,,,,,,,,,,,
须知中国人也是有思想的,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
尤其当他讲到庚子年闹拳匪，十六年打南口的经过，本来是漫无系统的话题，经他的唇吻加以渲染，便觉有声有色,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
尤其当他讲到庚子年闹拳匪，十六年打南口的经过，本来是漫无系统的话题，经他的唇吻加以渲染，便觉有声有色,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
"却都不及""神仙变化""来得有意味",3,1,0,1,2,1,2,,,,,,,,,,,,,,,
这一类的琐事，是家庭中最有味的谈话资料，一谁不谈呢？,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
让眼泪流下来的时候，纯洁得像明珠一般，这是有意义的,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
那就只有找一个有钱有势的靠山，以图“东山再起”,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
整个春满园的人群最近无不以此为话题，并且都说得有凭有据，有声有色,3,1,0,1,1,1,2,,,,,,,,,,,,,,,
整个春满园的人群最近无不以此为话题，并且都说得有凭有据，有声有色,3,1,0,1,1,1,2,,,,,,,,,,,,,,,
这原助教不是好东西，仗着她自己年轻，漂亮，读书有点成绩，就这样的欺负人,3,0,0,1,2,1,2,,,,,,,,,,,,,,,
配不上一位真正有学问，国内外知名的吴教授,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
在证明有钱的人可以生存，无钱的人，只有死亡,3,1,0,0,2,1,2,,,,,,,,,,,,,,,
编了许多污秽的故事，举了许多有声有色的例证，把整个的春满园弄得满园桃色,3,1,0,1,1,1,2,,,,,,,,,,,,,,,
编了许多污秽的故事，举了许多有声有色的例证，把整个的春满园弄得满园桃色,3,1,0,1,1,1,2,,,,,,,,,,,,,,,
因此，我们有良知有胆识的人应该时刻辨明,3,1,0,1,1,1,2,,,,,,,,,,,,,,,
不过+A566:A586我们以第三者来看西洋人之争论问题，颇有趣味，且另有意见,3,0,1,1,1,1,2,,,,,,,,,,,,,,,
这比喻实在有意思,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
招牌要为独家所有的才有意思,3,0,0,1,2,1,2,,,,,,,,,,,,,,,
有思想的学生才会承认不能回答,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
有思想的人不轻易批评人，也是这个道理,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
古今以来的革命运动不都是起于当时几个有头脑有勇气的书生的策动么,3,1,0,1,1,2,2,,,,,,,,,,,,,,,
我的那位人儿很有钱，也很有地位，只可惜呀他是一个老头子,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
我的那位人儿很有钱，也很有地位，只可惜呀他是一个老头子,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
这样的通信也很有意思，我谈乡下的趣味，谈对于上海的恋念，我谈及乡村里的人物,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
生活一定要有点波澜才有意义,3,0,0,1,2,1,2,,,,,,,,,,,,,,,
我知道恋爱里是有道德的,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
（向玉亭）伯韬真有精神,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
有学问的主教僧侣等自己也喜欢研究,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
现在要劝导较有思想和学问的罗马公民，则慕道学校所给予的一些训练不足应付,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
现在要劝导较有思想和学问的罗马公民，则慕道学校所给予的一些训练不足应付,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
为应付有学问的希腊人的驳难,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
各样学识皆像个有知识的军人,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
几个上级官佐自然都是有钱的,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
用一阵气力在这圆桶形风箱上面，不到一刻就可看到白色放光闪着火花的铁汁从缺口流出，这工作也很有意义的,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
这解释实在很有意义,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
赶路的人把路旁风景赶掉了，把一路应该做的有意义的事赶掉了,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
无论官兵都是愈打愈有经验，愈打愈有本事，也如同钢刀一样愈磨愈快,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
无论官兵都是愈打愈有经验，愈打愈有本事，也如同钢刀一样愈磨愈快,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
"在一年的摸索中，不能说没有一点成绩，正如教育部副部长钱俊瑞所说：""是有成绩的，但用人民大学的标准来衡量，还是不够",3,1,0,1,2,1,2,,,,,,,,,,,,,,,
为着要过有意义的生活，我们的生活力是必然的冲开校门,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
谱表一定要记上乐曲才有意义，不然就等于永远没有人穿的一双鞋子。,3,0,0,1,2,1,2,,,,,,,,,,,,,,,
由此可以知道我们的祖先对金属化合物的研究是很有成绩的,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
解决生产与学习的矛盾问题，西峪口的村干部与群众是有经验的,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
从一般的社会主义的工业生产，来看苏联青年的力量怎样贯注到每一个细微的部分，也许是更有意义的,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
这样弄得群众彼此有意见、不团结，许多男子误解婚姻法,3,0,0,1,1,1,2,,,,,,,,,,,,,,,
做起群众运动来，许多同志是熟手，蛮有经验,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
卫毅和张培站在一起，看来满有意思,3,0,1,1,2,1,2,,,,,,,,,,,,,,,
在农村中贯彻身体好，不如城市有条件，因而不好搞,3,0,0,1,2,1,2,,,,,,,,,,,,,,,
自然只是有钱有势的人才能享受，更不必说在慈善事业中,3,1,0,1,2,1,2,,,,,,,,,,,,,,,
这是一次很有意义的谈话，他事后回忆当时的情况说,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
他倒不是有心肠听孩子那半懂不懂的讲书,3,1,0,1,1,2,2,,,,,,,,,,,,,,,
在实用主义者的眼里，脑满肠肥的资本家是最有知识的，因此资本家就成为最有道德的了,3,1,1,1,2,1,2,,,,,,,,,,,,,,,
